id,city,country,population
884,Anqiu,China,947723
885,Feicheng,China,946627
886,Kermanshah,Iran,945651
887,Kitakyushu,Japan,935084
888,Meishan,China,936000
889,Khartoum North,Sudan,936349
890,Kisangani,Congo (Kinshasa),935977
891,Aguascalientes,Mexico,934424
892,Marrakech,Morocco,928850
893,Donetsk,Ukraine,929063
894,Trujillo,Peru,919899
895,Taihe,China,924531
896,Bridgeport,United States,924449
897,Trichinopoly,India,916857
898,Xin'an,China,920628
899,Taihecun,China,920471
900,Naucalpan de Juarez,Mexico,913681
901,Owerri,Nigeria,908109
902,Padang,Indonesia,914970
903,Qingzhou,China,914047
904,Buffalo,United States,914341
905,Lichuan,China,913700
906,Daye,China,909724
907,Fort Worth,United States,909585
908,Hengzhou,China,908400
909,Campo Grande,Brazil,906092
910,Zhuanghe,China,905852
911,Hartford,United States,905152
912,Bobo-Dioulasso,Burkina Faso,903887
913,Ad Dammam,Saudi Arabia,903312
914,Lhasa,China,902500
915,Jiaozhou,China,900500
916,Taguig City,Philippines,886722
917,Merida,Mexico,892363
918,Yangchun,China,891800
919,Bucheon,South Korea,867678
920,Dengtalu,China,887000
921,Antipolo,Philippines,887399
922,Hubli,India,890000
923,Abeokuta,Nigeria,888924
924,Cancun,Mexico,888797
925,Tucson,United States,888486
926,Krasnodar,Russia,881476
927,Natal,Brazil,877662
928,Chihuahua,Mexico,878062
929,Klang,Malaysia,878000
930,Turin,Italy,870952
931,Ar Ramadi,Iraq,874543
932,Laiyang,China,874127
933,Sale,Morocco,850403
934,Jalandhar,India,873725
935,Kaifeng Chengguanzhen,China,872000
936,Ikeja,Nigeria,861300
937,Malang,Indonesia,866118
938,Marseille,France,868277
939,Saltillo,Mexico,864431
940,Gaomi,China,868715
941,Ipoh,Malaysia,866772
942,Hai'an,China,866337
943,Oran,Algeria,852000
944,Hermosillo,Mexico,855563
945,Weichanglu,China,859424
946,Shache,China,851374
947,Leping,China,852800
948,Hailun,China,850000
949,Macheng,China,849090
950,Akure,Nigeria,847903
951,Ilorin,Nigeria,847582
952,Teresina,Brazil,847430
953,Yuci,China,840000
954,Omaha,United States,847819
955,Saratov,Russia,845300
956,Erbil,Iraq,846000
957,Iguacu,Brazil,844583
958,El Paso,United States,843386
959,Pasig City,Philippines,803159
960,Denpasar,Indonesia,834881
961,Dehui,China,839786
962,Bhubaneshwar,India,837737
963,Tongchuan,China,834437
964,Cheongju,South Korea,833276
965,Warri,Nigeria,830106
966,Pointe-Noire,Congo (Brazzaville),829134
967,Sakai,Japan,823523
968,Rongjiawan,China,826000
969,Butterworth,Malaysia,821652
970,Renqiu,China,822455
971,Honolulu,United States,820987
972,Xindi,China,819446
973,Wu'an,China,819000
974,Sao Bernardo do Campo,Brazil,816925
975,Gaoyou,China,811800
976,Culiacan,Mexico,808416
977,Hejian,China,810306
978,Yiyang,China,810447
979,Puxi,China,809535
980,Zijinglu,China,807857
981,Joao Pessoa,Brazil,801718
982,McAllen,United States,804114
983,Queretaro,Mexico,801940
984,Abaete,Brazil,800000
985,Palermo,Colombia,800000
986,Qingping,China,797200
987,Valencia,Spain,789744
988,Niigata,Japan,790646
989,Leeds,United Kingdom,789194
990,Moradabad,India,787000
991,Hamamatsu,Japan,788211
992,Xiangxiang,China,787216
993,Chaohucun,China,782000
994,Fuyang,China,771000
995,Homs,Syria,775404
996,Lubango,Angola,776249
997,San Luis Potosi,Mexico,772828
998,Cencheng,China,772113
999,Dali,China,771128
1000,Hamhung,North Korea,768551
1001,Krakow,Poland,766739
1002,Hempstead,United States,767417
1003,Frankfurt,Germany,764104
1004,Al `Ayn,United Arab Emirates,766936
1005,Songzi,China,765911
1006,Laixi,China,762900
1007,Bahawalpur,Pakistan,762111
1008,Zhongba,China,762140
1009,Kaduna,Nigeria,760084
1010,Qingnian,China,760781
1011,Albuquerque,United States,761195
1012,Xinhualu,China,758079
1013,Nerima,Japan,742463
1014,Guangshui,China,755910
1015,Tlajomulco de Zuniga,Mexico,727750
1016,Samarinda,Indonesia,753370
1017,Pietermaritzburg,South Africa,750845
1018,Changhua,Taiwan,750000
1019,Kolhapur,India,750000
1020,Sizhan,China,751389
1021,Ciudad Guayana,Venezuela,751331
1022,Cucuta,Colombia,750000
1023,Licheng,China,749522
1024,Ota-ku,Japan,737187
1025,Thiruvananthapuram,India,743691
1026,Tyumen,Russia,744554
1027,Nampula,Mozambique,743000
1028,Zaporizhzhia,Ukraine,741717
1029,Chengguan,China,740435
1030,Kumamoto,Japan,738385
1031,Nehe,China,740000
1032,Birmingham,United States,739573
1033,Zunhua,China,737011
1034,Valenzuela,Philippines,714978
1035,Orumiyeh,Iran,736224
1036,Wugang,China,734870
1037,Osogbo,Nigeria,731000
1038,Shuangqiao,China,733000
1039,Comodoro Rivadavia,Argentina,730266
1040,Cagayan de Oro,Philippines,728402
1041,Langzhong,China,728935
1042,Qian'an,China,728160
1043,Lviv,Ukraine,724314
1044,Zouping,China,726722
1045,An Najaf,Iraq,724700
1046,Sagamihara,Japan,722973
1047,Sarasota,United States,722243
1048,Mississauga,Canada,721599
1049,Okayama,Japan,720043
1050,Anlu,China,720000
1051,Dayton,United States,718353
1052,Changsha,China,717700
1053,Torreon,Mexico,716672
1054,Shihezi,China,717000
1055,George Town,Malaysia,708127
1056,Enugu,Nigeria,715774
1057,Soledad,Colombia,698852
1058,Jaboatao,Brazil,702621
1059,Yanggok,South Korea,713321
1060,Yatou,China,714211
1061,Santo Andre,Brazil,710210
1062,Xichang,China,712434
1063,Bhiwandi,India,709665
1064,City of Paranaque,Philippines,689992
1065,Dasmarinas,Philippines,703141
1066,Chengxiang,China,709500
1067,Saharanpur,India,705478
1068,Warangal,India,704570
1069,Edogawa,Japan,690457
1070,Osasco,Brazil,694844
1071,Dashiqiao,China,704891
1072,Latakia,Syria,700000
1073,Rochester,United States,703952
1074,Fresno,United States,703498
1075,Banjarmasin,Indonesia,692793
1076,Salem,India,693236
1077,General Santos,Philippines,697315
1078,Hamah,Syria,696863
1079,Bacoor,Philippines,664625
1080,Shishi,China,693000
1081,Guadalupe,Mexico,691931
1082,Adachi,Japan,682326
1083,Qianxi,China,695947
1084,Tolyatti,Russia,693072
1085,Macau,Macau,568700
1086,Bauchi,Nigeria,693700
1087,Hamilton,Canada,693645
1088,Lodz,Poland,690422
1089,Miluo Chengguanzhen,China,692080
1090,Gaizhou,China,691595
1091,Malegaon,India,690844
1092,Karbala',Iraq,690100
1093,Leling,China,689867
1094,Sao Jose dos Campos,Brazil,688597
1095,Sevilla,Spain,684234
1096,Jianshe,China,687130
1097,Shizuoka,Japan,685589
1098,Jingcheng,China,684360
1099,Kochi,India,677381
1100,Allentown,United States,683794
1101,Tasikmalaya,Indonesia,678027
1102,Rasht,Iran,679995
1103,Xinmin,China,680000
1104,Zhongshu,China,679624
1105,Xigaze,China,679771
1106,Gorakhpur,India,673446
1107,As Sulaymaniyah,Iraq,676500
1108,Zaragoza,Spain,675301
1109,Acapulco de Juarez,Mexico,673478
1110,Bahar,Iran,673405
1111,Palermo,Italy,668405
1112,Guankou,China,671200
1113,Tulsa,United States,671033
1114,Tlaquepaque,Mexico,664193
1115,Mazatlan,Mexico,658354
1116,Songyang,China,668592
1117,Cape Coral,United States,668382
1118,Ch'ongjin,North Korea,667929
1119,Puyang Chengguanzhen,China,666322
1120,Qionghu,China,667104
1121,Ribeirao Preto,Brazil,666323
1122,Zhaodong,China,666532
1123,Huambo,Angola,665564
1124,Wenchang,China,664455
1125,Shulan,China,663403
1126,Tlalnepantla,Mexico,653410
1127,Catia La Mar,Venezuela,661897
1128,Sargodha,Pakistan,659862
1129,Al Hufuf,Saudi Arabia,660788
1130,Durango,Mexico,654876
1131,Jalingo,Nigeria,660213
1132,Bouake,Côte d'Ivoire,659233
1133,Sialkot City,Pakistan,655852
1134,San Jose del Monte,Philippines,651813
1135,Ansan,South Korea,652800
1136,Lingbao Chengguanzhen,China,656571
1137,Hwasu-dong,South Korea,655350
1138,Hue,Vietnam,652572
1139,Shimoga,India,654055
1140,Bulawayo,Zimbabwe,653337
1141,Xiping,China,652604
1142,Sanhe,China,652042
1143,Guntur,India,647508
1144,Concord,United States,652308
1145,Contagem,Brazil,648766
1146,Tiruppur,India,650000
1147,Ch'onan,South Korea,651661
1148,Tripoli,Lebanon,530000
1149,Honcho,Japan,641499
1150,Dusseldorf,Germany,645923
1151,Izhevsk,Russia,646277
1152,Guixi,China,647240
1153,Sorocaba,Brazil,644919
1154,Petaling Jaya,Malaysia,638516
1155,Tengyue,China,644765
1156,Wuxue,China,644247
1157,Kikwit,Congo (Kinshasa),637736
1158,Colorado Springs,United States,642413
1159,Qufu,China,640498
1160,Gaobeidian,China,640280
1161,Ruiming,China,640600
1162,Wroclaw,Poland,638586
1163,Gold Coast,Australia,638090
1164,Xinshi,China,636776
1165,Ta`izz,Yemen,615467
1166,Aracaju,Brazil,632744
1167,Cochabamba,Bolivia,632013
1168,Jeonju,South Korea,631532
1169,Jin'e,China,633210
1170,Barnaul,Russia,633301
1171,Makati City,Philippines,629616
1172,Stuttgart,Germany,630305
1173,Rotterdam,Netherlands,631155
1174,Changping,China,614821
1175,Benghazi,Libya,631555
1176,Kryvyi Rih,Ukraine,629695
1177,Raurkela,India,625831
1178,Halwan,Egypt,619293
1179,Charleston,United States,628377
1180,Chimalhuacan,Mexico,614453
1181,Xinxing,China,627475
1182,Suohe,China,626700
1183,Mangalore,India,623841
1184,Zhuangyuan,China,626683
1185,Glasgow,United Kingdom,626410
1186,Namangan,Uzbekistan,626120
1187,Ulyanovsk,Russia,624518
1188,Irkutsk,Russia,623736
1189,Nanded,India,623708
1190,Jos,Nigeria,622802
1191,Pontianak,Indonesia,618388
1192,Villa Nueva,Guatemala,618397
1193,Bazhou,China,622975
1194,Springfield,United States,623401
1195,Turpan,China,622903
1196,Las Pinas City,Philippines,606293
1197,Meihekou,China,618251
1198,Jurong,China,617706
1199,Feira de Santana,Brazil,617528
1200,Khabarovsk,Russia,616242
1201,Xinji,China,615919
1202,Serang,Indonesia,613356
1203,Kandahar,Afghanistan,614254
1204,Sanya,China,614647
1205,San Miguel de Tucuman,Argentina,605767
1206,Yaroslavl,Russia,608079
1207,Zhangshu,China,610424
1208,Bagcilar,Turkey,556519
1209,Grand Rapids,United States,609314
1210,Vladivostok,Russia,606589
1211,Kuantan,Malaysia,607778
1212,Gothenburg,Sweden,604829
1213,Cuttack,India,606007
1214,Jambi,Indonesia,602187
1215,Cimahi,Indonesia,586580
1216,Bacolod,Philippines,600783
1217,Zhuozhou,China,603535
1218,Uberlandia,Brazil,604013
1219,Tianchang,China,602840
1220,Kawaguchi,Japan,593353
1221,Itabashi,Japan,581337
1222,Suginami-ku,Japan,583609
1223,Tuxtla,Mexico,598710
1224,Tumkur,India,599078
1225,Leipzig,Germany,597215
1226,Balikpapan,Indonesia,598043
1227,Qamdo,China,598862
1228,Durban,South Africa,595061
1229,Chanda,India,595118
1230,Kagoshima,Japan,593754
1231,Al Hillah,Saudi Arabia,594605
1232,Makhachkala,Russia,592976
1233,Sihui,China,593400
1234,Mar del Plata,Argentina,593337
1235,Irapuato,Mexico,592953
1236,Brampton,Canada,593638
1237,Luocheng,China,591115
1238,Pereira,Colombia,590554
1239,Mission Viejo,United States,590249
1240,Dortmund,Germany,587696
1241,Reynosa,Mexico,589466
1242,Chuxiong,China,588620
1243,Zahedan,Iran,587730
1244,Jinhua,China,586000
1245,Albany,United States,586383
1246,Shah Alam,Malaysia,584340
1247,Knoxville,United States,586048
1248,Cuiaba,Brazil,585367
1249,Shangzhi,China,585386
1250,Essen,Germany,582415
1251,Botou,China,584308
1252,Bucaramanga,Colombia,581130
1253,Anyang,South Korea,573296
1254,Genoa,Italy,580097
1255,Port Sudan,Sudan,579942
1256,Puente Alto,Chile,573935
1257,Dehra Dun,India,578420
1258,At Ta'if,Saudi Arabia,579970
1259,Bakersfield,United States,579295
1260,Wancheng,China,578600
1261,Malaga,Spain,577405
1262,Hachioji,Japan,575721
1263,Ogden,United States,578523
1264,Xiulin,China,577022
1265,Fu'an,China,577000
1266,Tomsk,Russia,572740
1267,Tonala,Mexico,569913
1268,Kumul,China,572400
1269,Bristol,United Kingdom,567111
1270,Luofeng,China,570898
1271,Lingyuan,China,570660
1272,Irbid,Jordan,569068
1273,Baton Rouge,United States,570308
1274,Huzhou,China,569000
1275,Wencheng,China,568900
1276,Bremen,Germany,566573
1277,Ciudad Bolivar,Venezuela,567953
1278,Durgapur,India,566517
1279,Orenburg,Russia,564443
1280,Shenzhou,China,566087
1281,Asansol,India,563917
1282,Akron,United States,565208
1283,Kuiju,China,564501
1284,New Haven,United States,564830
1285,Zhenzhou,China,564021
1286,Surakarta,Indonesia,552118
1287,Jieshou,China,561956
1288,Benguela,Angola,561775
1289,Ensenada,Mexico,557430
1290,Dangyang,China,560000
1291,Columbia,United States,560041
1292,Kemerovo,Russia,556920
1293,Herat,Afghanistan,556205
1294,Dresden,Germany,554907
1295,Bhavnagar,India,554978
1296,Juiz de Fora,Brazil,555284
1297,Luanzhou,China,554315
1298,Hamadan,Iran,554406
1299,Novokuznetsk,Russia,552105
1300,Nellore,India,547621
1301,Chiclayo,Peru,552508
1302,Manchester,United Kingdom,547627
1303,Al Hudaydah,Yemen,548433
1304,Amravati,India,549370
1305,Cabinda,Angola,550000
1306,Korla,China,549324
1307,Huanghua,China,548507
1308,Muntinlupa City,Philippines,543445
1309,Londrina,Brazil,548249
1310,Tabuk,Saudi Arabia,547957
1311,Heroica Matamoros,Mexico,541979
1312,Samarkand,Uzbekistan,546303
1313,Xingcheng,China,546176
1314,Kaiyuan,China,545624
1315,Hannover,Germany,542668
1316,Valledupar,Colombia,544134
1317,Fengcheng,China,543933
1318,Ajmer,India,542321
1319,Ghulja,China,542507
1320,Tinnevelly,India,542200
1321,City of Calamba,Philippines,539671
1322,Xiangyang,China,541554
1323,Fuding,China,542000
1324,An Nasiriyah,Iraq,541600
1325,Al Hillah,Iraq,541034
1326,Ibague,Colombia,541101
1327,Ryazan,Russia,537622
1328,Kassala,Sudan,536009
1329,Chang'an,China,537500
1330,Kerman,Iran,537718
1331,Koto-ku,Japan,523117
1332,Poznan,Poland,533830
1333,Aksu,China,535657
1334,Salta,Argentina,535303
1335,Astrakhan,Russia,532504
1336,Wuhai,China,532902
1337,Mingguang,China,532732
1338,Naberezhnyye Chelny,Russia,529797
1339,Antwerp,Belgium,529247
1340,Touba,Senegal,529176
1341,Ardabil,Iran,529374
1342,Bikaner,India,529007
1343,Lyon,France,518635
1344,Agartala,India,522613
1345,Ndola,Zambia,528330
1346,Himeji,Japan,527596
1347,Tultitlan de Mariano Escobedo,Mexico,520557
1348,Villavicencio,Colombia,527668
1349,Ailan Mubage,China,526745
1350,Bandar `Abbas,Iran,526648
1351,Bac Ninh,Vietnam,520000
1352,Ciudad Apodaca,Mexico,523370
1353,Santa Teresa del Tuy,Venezuela,525321
1354,Maipu,Chile,521627
1355,Penza,Russia,523726
1356,Soacha,Colombia,522442
1357,Port Said,Egypt,524433
1358,Yucheng,China,522878
1359,Meknes,Morocco,520428
1360,Arak,Iran,520944
1361,Pohang,South Korea,520305
1362,Longzhou,China,520000
1363,Anda,China,520000
1364,Jinghong,China,519935
1365,Sheffield,United Kingdom,518090
1366,Utsunomiya,Japan,518197
1367,Suez,Egypt,516959
1368,Nuremberg,Germany,515543
1369,Liverpool,United Kingdom,513441
1370,Mesa,United States,518012
1371,Surrey,Canada,517887
1372,Heshan,China,516500
1373,Zhoushan,China,516000
1374,Ujjain,India,515215
1375,Jiaji,China,515700
1376,Santa Marta,Colombia,515556
1377,Joinvile,Brazil,515288
1378,Beining,China,514898
1379,Hai Duong,Vietnam,507469
1380,Carrefour,Haiti,511345
1381,Maturin,Venezuela,514046
1382,Homyel',Belarus,510300
1383,Ananindeua,Brazil,510834
1384,Yanji,China,513072
1385,Yicheng,China,512530
1386,Ulhasnagar,India,506098
1387,Lipetsk,Russia,510439
1388,Al `Amarah,Iraq,511500
1389,Choloma,Honduras,510456
1390,Sevastopol,Ukraine,509992
1391,Encheng,China,509700
1392,Aden,Yemen,507355
1393,Kitwe,Zambia,504194
1394,Matsuyama,Japan,506743
1395,Jhansi,India,507000
1396,Kashgar,China,506640
1397,Palm Bay,United States,507002
1398,Pingtung,Taiwan,503530
1399,Lapu-Lapu City,Philippines,497604
1400,Monteria,Colombia,505334
1401,Ichikawa,Japan,496657
1402,Imus,Philippines,496794
1403,Davangere,India,503564
1404,Jammu,India,502197
1405,Yiwu,China,502000
1406,Belas,Angola,500000
1407,Talatona,Angola,500000
1408,Ile-Ife,Nigeria,501952
1409,Kirov,Russia,501468
1410,Jiaxing,China,500100
1411,Mykolaiv,Ukraine,498748
1412,Provo,United States,500617
1413,Meicheng,China,500292
1414,Niteroi,Brazil,496696
1415,Matsudo,Japan,492367
1416,Sukkur,Pakistan,499900
1417,Oujda-Angad,Morocco,494252
1418,Taozhou,China,499132
1419,Higashi-osaka,Japan,490819
1420,Johor Bahru,Malaysia,497097
1421,Worcester,United States,498328
1422,Hongjiang,China,498100
1423,Chimbote,Peru,497875
1424,Duisburg,Germany,495885
1425,Qaraghandy,Kazakhstan,497777
1426,Ixtapaluca,Mexico,495566
1427,Dengtacun,China,496122
1428,Zhijiang,China,495995
1429,Chengjiao,China,495744
1430,Beipiao,China,496164
1431,Suoluntun,China,495900
1432,Murrieta,United States,496046
1433,Kota Bharu,Malaysia,491237
1434,Ciudad Lopez Mateos,Mexico,489937
1435,Celaya,Mexico,494304
1436,Vinh,Vietnam,490000
1437,Duyun,China,493574
1438,Los Mochis,Mexico,490000
1439,Nyala,Sudan,492984
1440,Larkana,Pakistan,490508
1441,Nishinomiya-hama,Japan,487010
1442,`Ajman,United Arab Emirates,490035
1443,Cheboksary,Russia,489498
1444,Yuanping,China,491213
1445,Toulouse,France,486828
1446,Edinburgh,United Kingdom,488050
1447,Belgaum,India,488157
1448,Tula,Russia,485221
1449,Shahe,China,486329
1450,Serra,Brazil,485376
1451,Gaoping,China,484862
1452,Greenville,United States,484465
1453,Gulbarga,India,483615
1454,Dunhua,China,483811
1455,Brookhaven,United States,483546
1456,Az Zarqa',Jordan,481300
1457,Sylhet,Bangladesh,479837
1458,Wichita,United States,482249
1459,Toledo,United States,482111
1460,Kaihua,China,481505
1461,Jamnagar,India,479920
1462,Fuyuan,China,480000
1463,Dhulia,India,479073
1464,Gaya,India,474093
1465,Florianopolis,Brazil,477798
1466,Chiniot,Pakistan,477781
1467,Jiannan,China,477868
1468,Oita,Japan,477186
1469,Kaliningrad,Russia,475056
1470,Nangong,China,476096
1471,Kurashiki,Japan,474862
1472,Staten Island,United States,476143
1473,Kucukcekmece,Turkey,469431
1474,San Juan,Argentina,471389
1475,Vila Velha,Brazil,472762
1476,Mazar-e Sharif,Afghanistan,469247
1477,Macapa,Brazil,474706
1478,Shekhupura,Pakistan,473129
1479,Des Moines,United States,473957
1480,Piura,Peru,473025
1481,Mandaluyong City,Philippines,425758
1482,Jiaojiangcun,China,471500
1483,Laohekou,China,471482
1484,Kagithane,Turkey,437026
1485,Angeles City,Philippines,462928
1486,Pasay City,Philippines,440656
1487,Beian,China,470000
1488,Fujin,China,470000
1489,Leicester,United Kingdom,464395
1490,Xiaoyi,China,468770
1491,Lanus,Argentina,459263
1492,Qingzhen,China,467992
1493,Ba`qubah,Iraq,467900
1494,Katsushika-ku,Japan,453410
1495,Buraydah,Saudi Arabia,467410
1496,Gdansk,Poland,464254
1497,Marikina City,Philippines,456059
1498,Manado,Indonesia,461636
1499,Campos,Brazil,463731
1500,Calabar,Nigeria,461796
1501,Kanazawa,Japan,462479
1502,Iloilo,Philippines,457626
1503,Long Beach,United States,462628
1504,Kuqa,China,462588
1505,Jalgaon,India,460468
1506,Cranbourne,Australia,460491
1507,Port St. Lucie,United States,461152
1508,Murcia,Spain,460349
1509,Maua,Brazil,453286
1510,Fukuyama,Japan,459576
1511,Tel Aviv-Yafo,Israel,451523
1512,Xicheng,China,459781
1513,Amagasaki,Japan,450506
1514,Pyeongtaek,South Korea,457873
1515,Kurnool,India,457633
1516,Denton,United States,457177
1517,Melaka,Malaysia,455300
1518,Taoyuan District,Taiwan,443273
1519,General Trias,Philippines,450583
1520,Jian'ou,China,456000
1521,Huadian,China,455339
1522,Tanta,Egypt,429503
1523,Kota Kinabalu,Malaysia,452058
1524,Minzhu,China,453265
1525,Bukavu,Congo (Kinshasa),436779
1526,Rajshahi,Bangladesh,448087
1527,Balashikha,Russia,450771
1528,Udaipur,India,451100
1529,Kursk,Russia,449063
1530,Mariupol,Ukraine,449498
1531,Eslamshahr,Iran,448129
1532,San Nicolas de los Garza,Mexico,443273
1533,Hsinchu,Taiwan,445635
1534,Barcelona,Venezuela,448016
1535,Constantine,Algeria,448374
1536,Tanbei,China,447701
1537,Ado-Ekiti,Nigeria,446749
1538,Madison,United States,447245
1539,Bellary,India,445388
1540,Rodriguez,Philippines,443954
1541,Santiago de Cuba,Cuba,444851
1542,Yongji,China,444724
1543,Reno,United States,445020
1544,Danjiangkou,China,443755
1545,Sao Jose do Rio Preto,Brazil,442548
1546,Fujisawa,Japan,436744
1547,Andijon,Uzbekistan,441700
1548,Harrisburg,United States,442289
1549,Machida,Japan,434414
1550,Ning'an,China,440000
1551,Little Rock,United States,439815
1552,Zhangjiakou Shi Xuanhua Qu,China,409745
1553,Zurich,Switzerland,434008
1554,Sunch'on,North Korea,437000
1555,Jinchang,China,438026
1556,Kashiwa,Japan,433941
1557,Guangming,China,437559
1558,Sangli,India,436639
1559,Tuticorin,India,436094
1560,Beira,Mozambique,436240
1561,Kupang,Indonesia,433970
1562,Jeju,South Korea,435413
1563,Caxias do Sul,Brazil,435564
1564,Santos,Brazil,433966
1565,Manizales,Colombia,434403
